,Date,Trips over the past 24-hours (midnight to 11:59pm),Cumulative trips (since launch):,Miles traveled today (midnight to 11:59 pm),Miles traveled to date:,Total Annual Members,Annual Member Sign-Ups (midnight to 11:59 pm),24-Hour Passes Purchased (midnight to 11:59 pm),7-Day Passes Purchased (midnight to 11:59 pm),24-Hour Passes Purchased (midnight to 11:59 pm)	7-Day Passes Purchased (midnight to 11:59 pm),Total Annual Memberships Sold,Cumulative trips (since launch),Miles traveled to date,Total Annual Members (All Time),3-Day Passes Purchased (midnight to 11:59 pm)
0,5/27/2013,9767,9767,21.533,"21,533",17216.0,2043,0,0,,,,,,
1,5/28/2013,5215,14982,8.78,"30,313",19816.0,2598,0,0,,,,,,
2,5/29/2013,10981,25963,21.898000000000003,"52,211",21986.0,2167,0,0,,,,,,
3,5/30/2013,9850,35813,20.320999999999998,"72,532",23985.0,1998,0,0,,,,,,
4,5/31/2013,9253,45066,20.243,"92,775",25615.0,1630,0,0,,,,,,
5,6/1/2013,9852,54918,26.346999999999998,"119,122",26756.0,1141,0,0,,,,,,
6,6/2/2013,17590,72508,52.143,"171,266",28253.0,1496,4723,289,,,,,,
7,6/3/2013,8599,81107,18.907,"190,173",29616.0,1363,1160,221,,,,,,
8,6/4/2013,17589,98696,48.666000000000004,"238,839",31095.0,1479,2922,394,,,,,,
9,6/5/2013,17433,116129,44.917,"283,757",32620.0,1530,2821,279,,,,,,
10,6/6/2013,13732,129861,30.987,"314,743",33954.0,1334,1872,210,,,,,,
11,6/7/2013,1393,131254,2.065,"316,809",34449.0,495,66,11,,,,,,
12,6/8/2013,19899,151153,54.665,"371,473",35233.0,784,5013,230,,,,,,
13,6/9/2013,23236,174389,71.604,"443,077",36295.0,1062,5772,275,,,,,,
14,6/10/2013,4504,178893,10.138,"453,215",37086.0,791,290,82,,,,,,
15,6/11/2013,14638,193531,34.63,"487,845",37894.0,808,1836,273,,,,,,
16,6/12/2013,18960,212491,45.714,"533,559",38805.0,911,2767,316,,,,,,
17,6/13/2013,8782,221273,15.075,"548,634",39442.0,637,701,119,,,,,,
18,6/14/2013,16423,237696,33.98,"582,614",40078.0,636,2268,211,,,,,,
19,6/15/2013,27276,264972,72.792,"655,406",40702.0,624,6107,319,,,,,,
20,6/16/2013,23610,288582,59.573,"714,979",41541.0,839,4413,314,,,,,,
21,6/17/2013,21278,309860,43.897,"758,876",42564.0,1023,2378,530,,,,,,
22,6/18/2013,14826,324686,27.67,"786,546",43394.0,830,1236,277,,,,,,
23,6/19/2013,26267,350953,54.405,"840,951",44223.0,829,2678,607,,,,,,
24,6/20/2013,28994,379947,59.935,"900,886",45024.0,801,2814,421,,,,,,
25,6/21/2013,30660,410607,64.872,"965,759",45815.0,791,3465,408,,,,,,
26,6/22/2013,31885,442492,80.433,"1,046,191",46448.0,633,5902,383,,,,,,
27,6/23/2013,30653,473145,76.45,"1,122,641",47203.0,755,4959,279,,,,,,
28,6/24/2013,26636,499781,50.663999999999994,"1,173,305",48135.0,932,1844,386,,,,,,
29,6/25/2013,30426,530207,56.075,"1,229,380",48915.0,780,1937,343,,,,,,
30,6/26/2013,32322,562529,59.663000000000004,"1,289,043",49665.0,750,2000,301,,,,,,
31,6/27/2013,28094,590623,55.26,"1,344,304",50355.0,690,1680,223,,,,,,
32,6/28/2013,30595,621218,58.037,"1,402,340",51029.0,674,2268,291,,,,,,
33,6/29/2013,32947,654165,77.226,"1,479,567",51505.0,476,4895,296,,,,,,
34,6/30/2013,27285,681450,61.052,"1,540,619",52125.0,620,3592,178,,,,,,
35,7/1/2013,20151,701601,36.168,"1,576,787",52722.0,597,846,167,,,,,,
36,7/2/2013,26682,728283,48.733000000000004,"1,625,520",53310.0,588,1435,219,,,,,,
37,7/3/2013,25509,753792,46.016000000000005,"1,671,537",53748.0,438,1419,189,,,,,,
38,7/4/2013,26004,779796,63.674,"1,735,210",54073.0,325,4219,257,,,,,,
39,7/5/2013,25541,805337,53.419,"1,788,629",54507.0,434,2803,215,,,,,,
40,7/6/2013,23697,829034,53.761,"1,842,391",54843.0,336,3178,172,,,,,,
41,7/7/2013,23688,852722,50.63399999999999,"1,893,025",55284.0,441,2703,186,,,,,,
42,7/8/2013,26063,878785,49.831,"1,942,856",55971.0,687,1453,321,,,,,,
43,7/9/2013,30929,909714,55.498999999999995,"1,998,355",56610.0,639,1379,287,,,,,,
44,7/10/2013,30705,940419,55.948,"2,054,304",57194.0,584,1435,223,,,,,,
45,7/11/2013,29689,970108,56.393,"2,110,697",57725.0,531,1478,196,,,,,,
46,7/12/2013,22817,992925,39.97,"2,150,667",58133.0,408,1096,118,,,,,,
47,7/13/2013,30132,1023057,64.833,"2,215,501",58495.0,362,3285,213,,,,,,
48,7/14/2013,33545,1056602,75.02,"2,290,520",58954.0,459,3681,224,,,,,,
49,7/15/2013,32565,1089167,57.755,"2,348,275",59593.0,639,1382,273,,,,,,
50,7/16/2013,34757,1123924,61.856,"2,410,132",60129.0,536,1288,251,,,,,,
51,7/17/2013,35172,1159096,60.698,"2,470,829",60619.0,490,1303,201,,,,,,
52,7/18/2013,33222,1192318,56.228,"2,527,057",61008.0,389,1094,143,,,,,,
53,7/19/2013,30667,1222985,52.784,"2,579,841",61366.0,358,1389,164,,,,,,
54,7/20/2013,29145,1252130,58.799,"2,638,640",61652.0,286,2811,169,,,,,,
55,7/21/2013,34694,1286824,76.31,"2,714,950",62074.0,422,3502,191,,,,,,
56,7/22/2013,29787,1316611,50.145,"2,765,095",62577.0,503,1005,184,,,,,,
57,7/23/2013,37296,1353907,65.911,"2,831,006",63026.0,449,1390,220,,,,,,
58,7/24/2013,40699,1394606,74.469,"2,905,475",63466.0,440,1708,211,,,,,,
59,7/25/2013,36207,1430813,62.188,"2,967,663",63822.0,356,1163,144,,,,,,
60,7/26/2013,39499,1470312,72.71,"3,040,373",64182.0,360,2073,176,,,,,,
61,7/27/2013,37131,1507443,82.27,"3,122,643",64495.0,313,4259,197,,,,,,
62,7/28/2013,26780,1534223,53.562,"3,176,204",64884.0,389,2391,137,,,,,,
63,7/29/2013,40018,1574241,73.425,"3,249,630",65381.0,497,1712,275,,,,,,
64,7/30/2013,42982,1617223,77.917,"3,327,547",65855.0,474,1701,237,,,,,,
65,7/31/2013,42745,1659968,76.982,"3,404,528",66310.0,455,1692,186,,,,,,
66,8/1/2013,23025,1682993,34.794000000000004,"3,439,323",66644.0,334,415,73,,,,,,
67,8/2/2013,40654,1723647,75.39,"3,514,713",67027.0,383,2302,230,,,,,,
68,8/3/2013,34173,1757820,73.3,"3,588,013",67293.0,266,3417,180,,,,,,
69,8/4/2013,40103,1797923,93.191,"3,681,204",67685.0,392,4547,261,,,,,,
70,8/5/2013,41759,1839682,78.764,"3,759,968",68242.0,557,1924,276,,,,,,
71,8/6/2013,42974,1882656,79.262,"3,839,230",68744.0,502,1778,222,,,,,,
72,8/7/2013,39120,1921776,66.709,"3,905,939",69137.0,393,1261,183,,,,,,
73,8/8/2013,32063,1953839,51.665,"3,957,604",69436.0,299,946,137,,,,,,
74,8/9/2013,32926,1986765,54.952,"4,012,556",69722.0,286,1269,134,,,,,,
75,8/10/2013,43368,2030133,103.744,"4,116,300",69996.0,274,5567,223,,,,,,
76,8/11/2013,37161,2067294,83.00399999999999,"4,199,304",70368.0,372,3826,234,,,,,,
77,8/12/2013,35646,2102940,62.896,"4,262,200",70799.0,431,1314,257,,,,,,
78,8/13/2013,25569,2128509,44.373999999999995,"4,306,574",71121.0,322,787,111,,,,,,
79,8/14/2013,43437,2171946,78.48100000000001,"4,385,055",71481.0,360,1727,219,,,,,,
80,8/15/2013,42922,2214868,76.29899999999999,"4,461,354",71862.0,381,1733,179,,,,,,
81,8/16/2013,41251,2256119,77.044,"4,538,398",72207.0,345,2085,170,,,,,,
82,8/17/2013,44284,2300403,104.29,"4,642,688",72471.0,264,5729,217,,,,,,
83,8/18/2013,31512,2331915,62.738,"4,705,426",72846.0,375,2524,160,,,,,,
84,8/19/2013,37922,2369837,65.704,"4,771,130",73299.0,453,1395,236,,,,,,
85,8/20/2013,41155,2410992,72.697,"4,843,827",73703.0,404,1491,233,,,,,,
86,8/21/2013,41718,2452710,73.19800000000001,"4,917,024",74080.0,377,1365,176,,,,,,
87,8/22/2013,30747,2483457,51.255,"4,968,280",74400.0,320,787,128,,,,,,
88,8/23/2013,38716,2522173,72.175,"5,040,455",74713.0,313,1965,157,,,,,,
89,8/24/2013,38049,2560222,81.05199999999999,"5,121,507",75012.0,299,3933,194,,,,,,
90,8/25/2013,36641,2596863,80.733,"5,202,240",75372.0,360,3626,199,,,,,,
91,8/26/2013,34812,2631675,61.473,"5,263,713",75756.0,384,1098,190,,,,,,
92,8/27/2013,39258,2670933,67.086,"5,330,798",76123.0,367,1222,188,,,,,,
93,8/28/2013,32262,2703195,53.456,"5,384,254",76402.0,279,765,102,,,,,,
94,8/29/2013,38626,2741821,65.917,"5,450,171",76669.0,267,1363,141,,,,,,
95,8/30/2013,36870,2778691,67.249,"5,517,420",76922.0,253,1872,165,,,,,,
96,8/31/2013,28547,2807238,60.049,"5,577,469",77133.0,211,3064,174,,,,,,
97,9/1/2013,28330,2835568,61.096000000000004,"5,638,565",77331.0,198,3273,148,,,,,,
98,9/2/2013,24094,2859662,46.06,"5,684,625",77609.0,278,1829,121,,,,,,
99,9/3/2013,36963,2896625,62.806999999999995,"5,747,431",77997.0,388,1015,157,,,,,,
100,9/4/2013,42085,2938710,73.70100000000001,"5,821,132",78388.0,391,1263,176,,,,,,
101,9/5/2013,40817,2979527,70.544,"5,891,676",78726.0,338,1354,185,,,,,,
102,9/6/2013,40930,3020457,72.124,"5,963,800",79010.0,284,1556,155,,,,,,
103,9/7/2013,38950,3059407,80.08,"6,043,881",79273.0,263,3600,200,,,,,,
104,9/8/2013,37536,3096943,76.32600000000001,"6,120,207",79649.0,376,3025,182,,,,,,
105,9/9/2013,40539,3137482,70.71300000000001,"6,190,920",80049.0,400,1060,203,,,,,,
106,9/10/2013,42038,3179520,71.115,"6,262,034",80350.0,301,986,182,,,,,,
107,9/11/2013,40533,3220053,67.437,"6,329,471",80645.0,295,1046,147,,,,,,
108,9/12/2013,35065,3255118,56.446999999999996,"6,385,918",80910.0,265,756,126,,,,,,
109,9/13/2013,41200,3296318,70.84899999999999,"6,456,767",81164.0,254,1375,145,,,,,,
110,9/14/2013,35363,3331681,69.18,"6,525,948",81370.0,206,3035,153,,,,,,
111,9/15/2013,35843,3367524,72.551,"6,598,498",81650.0,280,3010,167,,,,,,
112,9/16/2013,35106,3402630,56.195,"6,654,693",81970.0,320,781,149,,,,,,
113,9/17/2013,43117,3445747,70.847,"6,725,540",82207.0,237,971,170,,,,,,
114,9/18/2013,42936,3488683,71.355,"6,796,896",82480.0,273,1078,152,,,,,,
115,9/19/2013,43920,3532603,73.65899999999999,"6,870,554",82735.0,255,1209,154,,,,,,
116,9/20/2013,43895,3576498,75.094,"6,945,648",82959.0,224,1631,156,,,,,,
117,9/21/2013,35348,3611846,70.321,"7,015,969",83161.0,202,3096,132,,,,,,
118,9/22/2013,33105,3644951,64.758,"7,080,726",83412.0,251,2479,136,,,,,,
119,9/23/2013,38963,3683914,64.157,"7,144,883",83689.0,276,1006,171,,,,,,
120,9/24/2013,42954,3726868,70.402,"7,215,286",83922.0,233,1158,153,,,,,,
121,9/25/2013,42639,3769507,70.5,"7,285,786",84130.0,208,966,133,,,,,,
122,9/26/2013,42247,3811754,68.646,"7,354,431",84305.0,175,973,117,,,,,,
123,9/27/2013,41368,3853122,68.977,"7,423,409",84519.0,213,1321,137,,,,,,
124,9/28/2013,38939,3892061,78.4,"7,501,809",84712.0,193,3452,126,,,,,,
125,9/29/2013,36040,3928101,70.652,"7,572,461",84913.0,201,2718,161,,,,,,
126,9/30/2013,41079,3969180,67.168,"7,639,629",85236.0,323,1023,140,,,,,,
0,10/1/2013,44772,4013952,73.665,"7,713,294",85494.0,258,,,1004.0,,,,,
1,10/2/2013,45667,4059619,76.149,"7,789,442",85773.0,279,,,1129.0,,,,,
2,10/3/2013,44472,4104091,72.635,"7,862,077",86333.0,560,,,1076.0,,,,,
3,10/4/2013,44089,4148180,74.223,"7,936,300",87112.0,779,,,1434.0,,,,,
4,10/5/2013,37683,4185863,73.892,"8,010,192",87862.0,750,,,2971.0,,,,,
5,10/6/2013,29029,4214892,49.887,"8,060,079",88604.0,742,,,1368.0,,,,,
6,10/7/2013,27504,4242396,40.324,"8,100,403",89189.0,585,,,421.0,,,,,
7,10/8/2013,42200,4284596,69.116,"8,169,518",89521.0,332,,,896.0,,,,,
8,10/9/2013,40607,4325203,62.214,"8,231,732",89769.0,248,,,714.0,,,,,
9,10/10/2013,34107,4359310,49.732,"8,281,464",89951.0,182,,,482.0,,,,,
10,10/11/2013,36381,4395691,56.497,"8,337,961",90121.0,170,,,798.0,,,,,
11,10/12/2013,35480,4431171,69.84100000000001,"8,407,802",90301.0,180,,,2855.0,,,,,
12,10/13/2013,31501,4462672,59.556000000000004,"8,467,357",90522.0,221,,,2208.0,,,,,
13,10/14/2013,36186,4498858,60.261,"8,527,618",90770.0,248,,,1291.0,,,,,
14,10/15/2013,41459,4540317,66.625,"8,594,243",90977.0,207,,,934.0,,,,,
15,10/16/2013,40644,4580961,64.115,"8,658,358",91171.0,194,,,789.0,,,,,
16,10/17/2013,40363,4621324,63.927,"8,722,285",91343.0,172,,,815.0,,,,,
17,10/18/2013,41775,4663099,69.165,"8,791,450",91551.0,208,,,1267.0,,,,,
18,10/19/2013,32469,4695568,59.523,"8,850,973",91659.0,108,,,2146.0,,,,,
19,10/20/2013,32016,4727584,60.67,"8,911,643",91815.0,156,,,2114.0,,,,,
20,10/21/2013,38348,4765932,62.216,"8,973,859",92029.0,214,,,849.0,,,,,
21,10/22/2013,39741,4805673,60.424,"9,034,282",92213.0,184,,,636.0,,,,,
22,10/23/2013,35358,4841031,50.318999999999996,"9,084,602",92324.0,111,,,355.0,,,,,
23,10/24/2013,35238,4876269,50.61,"9,135,212",92410.0,86,,,444.0,,,,,
24,10/25/2013,33711,4909980,50.108999999999995,"9,185,320",92505.0,95,,,592.0,,,,,
25,10/26/2013,26653,4936633,45.372,"9,230,693",92598.0,93,,,1387.0,,,,,
26,10/27/2013,25980,4962613,44.415,"9,275,108",92698.0,100,,,1362.0,,,,,
27,10/28/2013,34298,4996911,52.643,"9,327,752",92844.0,146,,,530.0,,,,,
28,10/29/2013,36280,5033191,53.765,"9,381,516",92944.0,100,,,450.0,,,,,
29,10/30/2013,37817,5071008,54.94,"9,436,457",93035.0,91,,,453.0,,,,,
30,10/31/2013,33991,5104999,51.283,"9,487,740",93137.0,102,,,464.0,,,,,
31,11/1/2013,33193,5138192,52.035,"9,539,774",93221.0,84,,,848.0,,,,,
32,11/2/2013,33688,5171880,64.833,"9,604,607",93320.0,94,,,2434.0,,,,,
33,11/3/2013,22414,5194294,34.853,"9,639,461",93424.0,104,,,831.0,,,,,
34,11/4/2013,29474,5223768,42.802,"9,682,263",93495.0,71,,,429.0,,,,,
35,11/5/2013,34179,5257947,49.677,"9,731,940",93598.0,103,,,471.0,,,,,
36,11/6/2013,37785,5295732,58.125,"9,790,064",93706.0,108,,,627.0,,,,,
37,11/7/2013,27849,5323581,38.518,"9,828,583",93804.0,93,,,221.0,,,,,
38,11/8/2013,31032,5354613,45.872,"9,874,455",93859.0,61,,,456.0,,,,,
39,11/9/2013,23522,5378135,39.116,"9,913,570",93918.0,59,,,1121.0,,,,,
40,11/10/2013,21270,5399405,33.486,"9,947,057",93969.0,51,,,952.0,,,,,
41,11/11/2013,29544,5428949,43.019,"9,990,076",94061.0,92,,,438.0,,,,,
42,11/12/2013,21505,5450454,27.48,"10,017,556",94127.0,66,,,111.0,,,,,
43,11/13/2013,25504,5475958,33.933,"10,051,489",94189.0,62,,,157.0,,,,,
44,11/14/2013,29194,5505152,40.663000000000004,"10,092,152",94250.0,61,,,274.0,,,,,
45,11/15/2013,31526,5536678,47.207,"10,139,359",94305.0,55,,,601.0,,,,,
46,11/16/2013,27208,5563886,48.1,"10,187,459",94361.0,56,,,1696.0,,,,,
47,11/17/2013,19397,5583283,29.366,"10,216,825",94425.0,64,,,652.0,,,,,
48,11/18/2013,33718,5617001,52.401,"10,269,226",94533.0,108,,,515.0,,,,,
49,11/19/2013,29633,5646634,40.023,"10,309,249",94593.0,60,,,198.0,,,,,
50,11/20/2013,28286,5674920,37.925,"10,347,174",94652.0,59,,,252.0,,,,,
51,11/21/2013,31089,5706009,43.428000000000004,"10,390,602",94697.0,51,,,289.0,,,,,
52,11/22/2013,27503,5733512,38.76,"10,429,362",94739.0,42,,,352.0,,,,,
53,11/23/2013,20396,5753908,31.638,"10,461,001",94768.0,29,,,858.0,,,,,
54,11/24/2013,10069,5763977,12.248,"10,473,249",94808.0,40,,,137.0,,,,,
55,11/25/2013,20649,5784626,26.561999999999998,"10,499,811",94843.0,35,,,118.0,,,,,
56,11/26/2013,16206,5800832,20.283,"10,520,094",94873.0,30,,,89.0,,,,,
57,11/27/2013,8615,5809447,10.329,"10,530,423",94897.0,24,,,49.0,,,,,
58,11/28/2013,5668,5815115,8.377,"10,538,800",94912.0,15,,,211.0,,,,,
59,11/29/2013,10967,5826082,15.405999999999999,"10,554,207",94928.0,16,,,351.0,,,,,
60,11/30/2013,10605,5836687,15.508,"10,569,715",94955.0,27,,,401.0,,,,,
61,12/1/2013,14322,5851009,21.121,"10,590,837",94997.0,42,,,456.0,,,,,
62,12/2/2013,26522,5877531,37.728,"10,628,564",95071.0,74,,,240.0,,,,,
63,12/3/2013,29766,5907297,42.165,"10,670,729",95140.0,69,,,252.0,,,,,
64,12/4/2013,30472,5937769,43.92,"10,714,650",95197.0,57,,,252.0,,,,,
65,12/5/2013,29222,5966991,41.99,"10,756,639",95250.0,53,,,311.0,,,,,
66,12/6/2013,11626,5978617,14.674000000000001,"10,771,314",95296.0,46,,,62.0,,,,,
67,12/7/2013,16868,5995485,24.381,"10,795,695",95334.0,38,,,456.0,,,,,
68,12/8/2013,10892,6006377,14.17,"10,809,865",95354.0,20,,,180.0,,,,,
69,12/9/2013,16192,6022569,20.537,"10,830,402",95401.0,35,,,58.0,,,,,
70,12/10/2013,13947,6036516,17.766,"10,848,168",95418.0,34,,,39.0,,,,,
71,12/11/2013,20369,6056885,25.839000000000002,"10,874,007",95444.0,26,,,93.0,,,,,
72,12/12/2013,18552,6075437,23.241999999999997,"10,897,249",95479.0,35,,,69.0,,,,,
73,12/13/2013,19381,6094818,25.662,"10,922,911",95507.0,28,,,161.0,,,,,
74,12/14/2013,3983,6098801,5.072,"10,927,983",95516.0,9,,,39.0,,,,,
75,12/15/2013,8127,6106928,10.192,"10,938,175",95535.0,19,,,76.0,,,,,
76,12/16/2013,16842,6123770,21.353,"10,959,528",95568.0,33,,,67.0,,,,,
77,12/17/2013,8552,6132322,11.009,"10,970,536",95596.0,28,,,15.0,,,,,
78,12/18/2013,16246,6148568,21.250999999999998,"10,991,787",95628.0,32,,,89.0,,,,,
79,12/19/2013,20309,6168877,26.954,"11,018,742",95662.0,34,,,157.0,,,,,
80,12/20/2013,23849,6192726,33.51,"11,052,252",95687.0,25,,,365.0,,,,,
81,12/21/2013,19362,6212088,32.36,"11,084,612",95723.0,36,,,962.0,,,,,
82,12/22/2013,16338,6228426,26.291,"11,110,903",95765.0,42,,,741.0,,,,,
83,12/23/2013,7516,6235942,9.407,"11,120,309",95793.0,28,,,70.0,,,,,
84,12/24/2013,11971,6247913,15.562999999999999,"11,135,872",95823.0,30,,,175.0,,,,,
85,12/25/2013,3523,6251436,5.457999999999999,"11,141,330",95869.0,46,,,184.0,,,,,
86,12/26/2013,10570,6262006,13.556,"11,154,886",95920.0,51,,,134.0,,,,,
87,12/27/2013,12649,6274655,17.629,"11,172,515",95969.0,49,,,279.0,,,,,
88,12/28/2013,12867,6287522,21.988000000000003,"11,194,503",96005.0,36,,,821.0,,,,,
89,12/29/2013,4070,6291592,4.986000000000001,"11,199,489",96032.0,27,,,104.0,,,,,
90,12/30/2013,14222,6305814,19.982,"11,219,471",96084.0,52,,,336.0,,,,,
91,12/31/2013,11349,6317163,14.856,"11,234,326",96125.0,41,,,237.0,,,,,
0,4/1/2014,26163,7395956,40.978,"12,758,196",,174,475,67,,100337.0,,,,
1,4/2/2014,24299,7420255,35.54,"12,793,736",,118,237,33,,100511.0,,,,
2,4/3/2014,28379,7448634,44.648999999999994,"12,838,385",,171,596,63,,100629.0,,,,
3,4/4/2014,13593,7462227,17.644000000000002,"12,856,030",,92,103,10,,100800.0,,,,
4,4/5/2014,20333,7482560,36.797,"12,892,827",,127,1221,42,,100892.0,,,,
5,4/6/2014,22643,7505203,45.575,"12,938,402",,165,1641,62,,101019.0,,,,
6,4/7/2014,15869,7521072,21.9,"12,960,303",,131,159,36,,101184.0,,,,
7,4/8/2014,23636,7544708,34.85,"12,995,153",,126,369,44,,101315.0,,,,
8,4/9/2014,29194,7573902,45.619,"13,040,772",,201,447,57,,101441.0,,,,
9,4/10/2014,29722,7603624,46.023,"13,086,794",,172,525,65,,101642.0,,,,
10,4/11/2014,29283,7632907,49.269,"13,136,064",,140,632,83,,101814.0,,,,
11,4/12/2014,29773,7662680,63.648999999999994,"13,199,713",,175,2710,89,,101954.0,,,,
12,4/13/2014,29521,7692201,65.74600000000001,"13,265,459",,228,2411,109,,102129.0,,,,
13,4/14/2014,31732,7723933,57.306999999999995,"13,322,766",,266,993,114,,102357.0,,,,
14,4/15/2014,11370,7735303,14.639000000000001,"13,337,404",,128,73,19,,102623.0,,,,
15,4/16/2014,21713,7757016,31.427,"13,368,832",,132,279,50,,102751.0,,,,
16,4/17/2014,24190,7781206,36.641999999999996,"13,405,474",,113,470,53,,102883.0,,,,
17,4/18/2014,22409,7803615,33.846,"13,439,319",,98,628,60,,102996.0,,,,
18,4/19/2014,26541,7830156,59.461000000000006,"13,498,781",,118,2666,99,,103094.0,,,,
19,4/20/2014,20122,7850278,40.814,"13,539,595",,154,1639,84,,103212.0,,,,
20,4/21/2014,29618,7879896,50.57,"13,590,165",,276,839,105,,103366.0,,,,
21,4/22/2014,29580,7909476,45.813,"13,635,978",,169,560,58,,103642.0,,,,
22,4/23/2014,29341,7938817,44.266000000000005,"13,680,243",,173,358,68,,103811.0,,,,
23,4/24/2014,30515,7969332,48.32899999999999,"13,728,573",,160,646,95,,103984.0,,,,
24,4/25/2014,30299,7999631,49.915,"13,778,488",,126,767,56,,104144.0,,,,
25,4/26/2014,21785,8021416,42.75899999999999,"13,821,247",,118,1720,57,,104270.0,,,,
26,4/27/2014,24093,8045509,46.188,"13,867,436",,156,1616,84,,104388.0,,,,
27,4/28/2014,31279,8076788,51.168,"13,918,604",,176,744,94,,104544.0,,,,
28,4/29/2014,20003,8096791,26.84,"13,945,444",,120,160,24,,104720.0,,,,
29,4/30/2014,3093,8099884,3.572,"13,949,016",,63,15,0,,104840.0,,,,
30,5/1/2014,29448,8129332,51.32,"14,000,335",,138,780,94,,104903.0,,,,
31,5/2/2014,35590,8164922,60.513999999999996,"14,060,849",,192,1192,144,,105041.0,,,,
32,5/3/2014,28254,8193176,61.95,"14,122,799",,152,2440,150,,105233.0,,,,
33,5/4/2014,23450,8216626,43.926,"14,166,724",,159,1479,77,,105385.0,,,,
34,5/5/2014,33706,8250332,58.903999999999996,"14,225,628",,219,842,127,,105544.0,,,,
35,5/6/2014,35977,8286309,62.455,"14,288,083",,197,836,100,,105763.0,,,,
36,5/7/2014,36210,8322519,58.617,"14,346,700",,195,799,91,,105960.0,,,,
37,5/8/2014,19518,8342037,28.9,"14,375,600",,105,303,20,,106155.0,,,,
38,5/9/2014,24990,8367027,37.118,"14,412,718",,111,537,59,,106260.0,,,,
39,5/10/2014,24179,8391206,44.945,"14,457,663",,133,1617,74,,106371.0,,,,
40,5/11/2014,31551,8422757,71.587,"14,529,250",,161,2768,145,,106504.0,,,,
41,5/12/2014,35209,8457966,61.465,"14,590,714",,246,935,124,,106665.0,,,,
42,5/13/2014,36281,8494247,59.20399999999999,"14,649,918",,204,737,125,,106911.0,,,,
43,5/14/2014,33087,8527334,52.063,"14,701,982",,164,586,75,,107115.0,,,,
44,5/15/2014,28847,8556181,45.347,"14,747,329",,129,566,76,,107279.0,,,,
45,5/16/2014,19561,8575742,27.664,"14,774,993",,114,218,22,,107408.0,,,,
46,5/17/2014,33141,8608883,71.372,"14,846,365",,130,2968,141,,107522.0,,,,
47,5/18/2014,30026,8638909,61.977,"14,908,341",,154,2476,124,,107652.0,,,,
48,5/19/2014,34763,8673672,56.666000000000004,"14,965,008",,226,914,124,,107806.0,,,,
49,5/20/2014,38928,8712600,66.578,"15,031,586",,194,1145,141,,108032.0,,,,
50,5/21/2014,37493,8750093,61.068999999999996,"15,092,655",,146,897,115,,108226.0,,,,
51,5/22/2014,26753,8776846,39.65,"15,132,305",,121,470,40,,108372.0,,,,
52,5/23/2014,26895,8803741,42.128,"15,174,433",,108,793,84,,108493.0,,,,
53,5/24/2014,18503,8822244,35.805,"15,210,238",,109,1532,105,,108601.0,,,,
54,5/25/2014,28266,8850510,68.798,"15,279,036",,115,3535,144,,108710.0,,,,
55,5/26/2014,29819,8880329,70.712,"15,349,748",,169,3095,143,,108825.0,,,,
56,5/27/2014,36165,8916494,63.451,"15,413,199",,253,1196,162,,108994.0,,,,
57,5/28/2014,32666,8949160,49.67,"15,462,869",,164,533,79,,109247.0,,,,
58,5/29/2014,37184,8986344,60.222,"15,523,091",,144,930,108,,109411.0,,,,
59,5/30/2014,37875,9024219,65.24,"15,588,331",,167,1191,118,,109555.0,,,,
60,5/31/2014,30659,9054878,61.976000000000006,"15,650,307",,139,2305,129,,109722.0,,,,
61,6/1/2014,34597,9089475,75.594,"15,725,901",,212,2912,168,,109861.0,,,,
62,6/2/2014,38143,9127618,68.186,"15,794,087",,277,1099,150,,110073.0,,,,
63,6/3/2014,32504,9160122,52.766999999999996,"15,846,854",,238,702,119,,110350.0,,,,
64,6/4/2014,39747,9199869,66.953,"15,913,807",,170,950,135,,110588.0,,,,
65,6/5/2014,27165,9227034,44.714,"15,958,521",,146,692,81,,110758.0,,,,
66,6/6/2014,41291,9268325,72.887,"16,031,408",,164,1668,128,,110904.0,,,,
67,6/7/2014,34417,9302742,74.54899999999999,"16,105,957",,116,2888,165,,111068.0,,,,
68,6/8/2014,33432,9336174,73.196,"16,179,153",,162,2704,117,,111184.0,,,,
69,6/9/2014,20545,9356719,32.251999999999995,"16,211,405",,127,394,43,,111346.0,,,,
70,6/10/2014,36959,9393678,59.916000000000004,"16,271,321",,167,783,117,,111473.0,,,,
71,6/11/2014,33809,9427487,55.193000000000005,"16,326,514",,121,691,105,,111640.0,,,,
72,6/12/2014,32186,9459673,49.272,"16,375,786",,134,644,78,,111761.0,,,,
73,6/13/2014,20236,9479909,31.146,"16,406,932",,106,565,40,,111895.0,,,,
74,6/14/2014,31432,9511341,63.83,"16,470,762",,106,2442,129,,112001.0,,,,
75,6/15/2014,31029,9542370,65.14,"16,535,902",,142,2397,136,,112107.0,,,,
76,6/16/2014,38568,9580938,66.964,"16,602,866",,200,1080,153,,112249.0,,,,
77,6/17/2014,38963,9619901,66.789,"16,669,655",,173,978,124,,112449.0,,,,
78,6/18/2014,38984,9658885,64.305,"16,733,960",,161,905,139,,112622.0,,,,
79,6/19/2014,35327,9694212,58.66,"16,792,620",,113,812,92,,112783.0,,,,
80,6/20/2014,38827,9733039,78.661,"16,871,281",,164,1439,117,,112896.0,,,,
81,6/21/2014,33325,9766364,69.714,"16,940,995",,94,2951,149,,113060.0,,,,
82,6/22/2014,32300,9798664,65.036,"17,006,031",,135,2532,107,,113154.0,,,,
